"DrawRank";"WinnerStatus";"EntryId";"PublicXUsername";"PublicTelegramUsername";"WalletMasked";"PublicStatus";"DrawInput";"RandomScore"
"256";"NOT_WINNER";"279";"@minhajur_753";"@minhajur753";"0x377c...1a56";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|279|@minhajur_753|@minhajur753|0x377c...1a56";"bd51f74acd8ac2155f9f233c89433fd5d39d5ac8dbcf185050615e04a2dfea96"
"257";"NOT_WINNER";"230";"@philipawingu";"@winniepillie";"0xb348...a853";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|230|@philipawingu|@winniepillie|0xb348...a853";"bdcafbbcd9acf631211982612a5a48fdb769156ec2e93ab5740f9d42ecbd4bb8"
"258";"NOT_WINNER";"215";"@pamandazezc";"@zezazul";"0x5d0d...0367";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|215|@pamandazezc|@zezazul|0x5d0d...0367";"bdf8d8ce53c99d4da73fc611a85a75853336d2ef8bb7e3d652f835de0700fa9d"
"259";"NOT_WINNER";"119";"@jihan_malaika";"@putrimutiara1";"0x5670...8380";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|119|@jihan_malaika|@putrimutiara1|0x5670...8380";"be41477c1f66381f0cb7a1b74eee341635d015dae9cc5d9f5827c84188fa3be6"
"260";"NOT_WINNER";"83";"@mullingste1";"@yahawaiian";"0xd695...7c3c";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|83|@mullingste1|@yahawaiian|0xd695...7c3c";"be913f65baecbed0cd7ecf939eb62d9216f35c1d5a14935baa58bd9558ab7e96"
"261";"NOT_WINNER";"179";"@archietecture1";"@jimmyk77";"0xc3c3...33ef";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|179|@archietecture1|@jimmyk77|0xc3c3...33ef";"bebea9757bea860878bdf93cffe886e67817e082f1f3666159619f156adcc2e7"
"262";"NOT_WINNER";"177";"@twetterx5";"@acilpiw10";"0x65b9...ba04";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|177|@twetterx5|@acilpiw10|0x65b9...ba04";"bf31bba794a9985c2e10e959b0ef50fd0379635d6c5bd91e4a396e5bc177ddfa"
"263";"NOT_WINNER";"105";"@bullsrn";"@bullsrn";"0xdad6...ff8b";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|105|@bullsrn|@bullsrn|0xdad6...ff8b";"bf3d0aab2379b3fc9b7c522699b3f9a9fe8c657d4cb73272ea9dc87815de637f"
"264";"NOT_WINNER";"134";"@_legend001";"@legendary014";"0x086f...badd";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|134|@_legend001|@legendary014|0x086f...badd";"c0e6d63f6a2f23aedc4d8a34121e7bcfe5ea6a16456144699964ca501f730398"
"265";"NOT_WINNER";"40";"@hengkyxtr";"@rapatarx";"0x7bfc...56cd";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|40|@hengkyxtr|@rapatarx|0x7bfc...56cd";"c1644bc0b4b8b6c318ebccd6c28939f717aa7289d0518e4802b689745f0940aa"
"266";"NOT_WINNER";"281";"@raditniawan";"@azikial";"0xaaec...f30f";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|281|@raditniawan|@azikial|0xaaec...f30f";"c1b35f618f4f2d21cce3eb9073928f19e6d400e8b53c5117553a3162d2925c8b"
"267";"NOT_WINNER";"326";"@nilakter8348";"@soraiya99";"0xec6a...5a2b";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|326|@nilakter8348|@soraiya99|0xec6a...5a2b";"c2444fb3923e60ffa04a5e56851453e9a7dcf2fe579339f659fa19ee4e4f18b0"
"268";"NOT_WINNER";"246";"@lewis_nao";"@lewisnao";"0xbc28...b19e";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|246|@lewis_nao|@lewisnao|0xbc28...b19e";"c3c8fcace134bf72a3011ab811fe3fdac50cac6e7937a3d9a495cd1044dba2ae"
"269";"NOT_WINNER";"213";"@hcaanttik";"@liyaacantikk";"0x5146...7e24";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|213|@hcaanttik|@liyaacantikk|0x5146...7e24";"c4149b68d776d5cd092111e2a18c9e7403d3f10697002294eaa047185919699b"
"270";"NOT_WINNER";"52";"@naperaji9";"@naverasatu";"0x264e...310d";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|52|@naperaji9|@naverasatu|0x264e...310d";"c415a175d1d54d8f784e13a8bbc9bb0f5afa7f5b0a4ae9da4eadcc702eeebb99"
"271";"NOT_WINNER";"233";"@yurvebrq";"@vebryur";"0x3ac9...31db";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|233|@yurvebrq|@vebryur|0x3ac9...31db";"c494ac064ee1b0347f82ef8bcd779b3fcd4d8840fadeac1fd4df7e18fc93dc41"
"272";"NOT_WINNER";"121";"@herxclency";"@herxclency";"0x4b16...a786";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|121|@herxclency|@herxclency|0x4b16...a786";"c4e168f20b481630f634efe35a5eda3ae4b4c80b5b9041b9c40adb4963f02dd6"
"273";"NOT_WINNER";"113";"@cesar_ks26";"@santokely_c";"0xb6a2...75fb";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|113|@cesar_ks26|@santokely_c|0xb6a2...75fb";"c66266cd5c1bb649806968c804817dc5050e4cf89079d5ee164130a849febd09"
"274";"NOT_WINNER";"43";"@yo33772yo";"@roufmsthf";"0xcb76...0e26";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|43|@yo33772yo|@roufmsthf|0xcb76...0e26";"c6a35219c4d9577cd6ef888de622c1d1d4f67b25f7c10455de259da2c1d4fa25"
"275";"NOT_WINNER";"18";"@mosesolari60742";"@mosena09";"0xa838...822f";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|18|@mosesolari60742|@mosena09|0xa838...822f";"c83d3087198172c1b85dc840b1ecbdfae3df8228121ddc5cef14283059387210"
"276";"NOT_WINNER";"38";"@garnettadurant";"@garnettadurant";"0x1d0c...8ff5";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|38|@garnettadurant|@garnettadurant|0x1d0c...8ff5";"c90e446c13e8495cf39fc4a124f3caeb26c4be325ffeacac9bfdb98bc644ce36"
"277";"NOT_WINNER";"101";"@veliza7_";"@veliza93";"0x8acf...7934";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|101|@veliza7_|@veliza93|0x8acf...7934";"cb20110ab9c6fc751968564bba6eb75118663922eeaa606fa436d2b9451e476b"
"278";"NOT_WINNER";"275";"@aqilanafsah";"@aqilanafsah";"0xe988...9b91";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|275|@aqilanafsah|@aqilanafsah|0xe988...9b91";"cbff5a14c8a6e9260d626bb905b1f3f1bae9b623b2092fe975fc3f96b54eb9e6"
"279";"NOT_WINNER";"19";"@deepakjoshi751";"@deepakjoshi666";"0x2033...e83b";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|19|@deepakjoshi751|@deepakjoshi666|0x2033...e83b";"ce419915c9bc071d9fbfb91e82f7a92ac3ecaff6eebad6975e5c6ecfebc9b72b"
"280";"NOT_WINNER";"284";"@bhazingan";"@reansky";"0x772e...467b";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|284|@bhazingan|@reansky|0x772e...467b";"cee033aa22ab7305d9b2825b3f4ccb99369ae26459674ac955a467720203c44b"
"281";"NOT_WINNER";"251";"@ningsihsetya7";"@ningsihsetyaa";"0xd605...62a6";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|251|@ningsihsetya7|@ningsihsetyaa|0xd605...62a6";"cf157e2037acc7bdcc3d6b5346bba26bd954ff84f34a99f4febf7804bf6d3ccd"
"282";"NOT_WINNER";"41";"@jaoatsodiq";"@syakirunk";"0x2c2e...ac9d";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|41|@jaoatsodiq|@syakirunk|0x2c2e...ac9d";"cf1fba07372356c46fda07cc8d71ddf2d3becaf354c912d2ad66bbce0405eb1f"
"283";"NOT_WINNER";"148";"@horseaman1";"@lewishamiltonn01";"0xda66...1fb7";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|148|@horseaman1|@lewishamiltonn01|0xda66...1fb7";"cf394d6cff512f4906b3e6ee84599b27e0ce62cc84b33713ab4ffb3bb9f23f98"
"284";"NOT_WINNER";"5";"@ars_alili";"@alrockshow";"0xde5c...5f46";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|5|@ars_alili|@alrockshow|0xde5c...5f46";"d0e131b45a260304f74c4957def2bedd6f6c74555df19ec0156e58876101b410"
"285";"NOT_WINNER";"307";"@asfouni";"@afsane_heydar";"0x8c41...101e";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|307|@asfouni|@afsane_heydar|0x8c41...101e";"d2670d82ac5195131ec4d2c5e41c4c3100586f7c3c2d23c21e27cc05d770aa4d"
"286";"NOT_WINNER";"149";"@tory_legal";"@martinbrambachh";"0x8545...c47e";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|149|@tory_legal|@martinbrambachh|0x8545...c47e";"d2a111254a7fe7342e211deb801c90858d0817e5a16c00910c92c447d11645ea"
"287";"NOT_WINNER";"219";"@yantisamikr";"@yantisami";"0xf4d3...dddc";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|219|@yantisamikr|@yantisami|0xf4d3...dddc";"d35eb7d64222c3e46c199a6f465b3c9d2705011586c4b31e0889b905744c8df9"
"288";"NOT_WINNER";"37";"@sumalitugi";"@jaelanix11";"0xb047...baa3";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|37|@sumalitugi|@jaelanix11|0xb047...baa3";"d41f3bdcb71420409a6de05229e113168dc87cfb554e2ceb06c8844f5120ae6f"
"289";"NOT_WINNER";"80";"@francisobe4";"@otipiszero";"0x2109...eaae";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|80|@francisobe4|@otipiszero|0x2109...eaae";"d458919b27d18cf209f4d2129d699fe8b75153fa7395e97faf6c12930a13675a"
"290";"NOT_WINNER";"20";"@fane_devian";"@fane_devian";"0xf2ec...3fea";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|20|@fane_devian|@fane_devian|0xf2ec...3fea";"d4daa17a3c59a7b1d07f88e50a67df113a7bc75375a20be7cc63903a6531323b"
"291";"NOT_WINNER";"88";"@bullished1";"@adewaleseh";"0x7fd0...93d2";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|88|@bullished1|@adewaleseh|0x7fd0...93d2";"d52615398332b87d0f4bf583eeb7997ef812ee1ac7946a21bf400708eea72352"
"292";"NOT_WINNER";"240";"@kowakowoh";"@huseinkedua";"0x1159...cd96";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|240|@kowakowoh|@huseinkedua|0x1159...cd96";"d5498fb534d8602aa374100295fbe6eaa30a3577daab21d8dcf044ba41bf9853"
"293";"NOT_WINNER";"191";"@febbiannarv";"@nathasyafebiana";"0xcac0...c832";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|191|@febbiannarv|@nathasyafebiana|0xcac0...c832";"d5994b86f405573bb236cdf6674e4b3eb9d7b21103fc2acf63c31cde49e4c96e"
"294";"NOT_WINNER";"210";"@rizmay32";"@rizemay";"0x4a7f...9ff9";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|210|@rizmay32|@rizemay|0x4a7f...9ff9";"d5b7b8739037e3347e2436b6fa1c37f65b777924b7afeb155efd4d97cd21e2f6"
"295";"NOT_WINNER";"342";"@cryptonova84196";"@adhikary70";"0x9fa8...e9de";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|342|@cryptonova84196|@adhikary70|0x9fa8...e9de";"d5ba71279ddf6bf6520b25bd3738322a0cc196407c8a84a403ae77fbeb1168fc"
"296";"NOT_WINNER";"122";"@babsofla1";"@babstheking1";"0xe8a5...690e";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|122|@babsofla1|@babstheking1|0xe8a5...690e";"d863b3f0e9bc89d2a94fe7fb176a3564614b31387fa47661027eba202f0f57ad"
"297";"NOT_WINNER";"42";"@setevan140";"@setevan140";"0xc8b0...8266";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|42|@setevan140|@setevan140|0xc8b0...8266";"d88e568ea627634cd08df34b51a4b42ba8ffd2f5acce06b4c8324e047560bd59"
"298";"NOT_WINNER";"211";"@kaddixxy";"@luciennadixcy";"0xfcc5...4335";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|211|@kaddixxy|@luciennadixcy|0xfcc5...4335";"d9f955c91622ecb21927d6bb9ae0d2df6e6937ce99e0d821f40d457a1fd2d41a"
"299";"NOT_WINNER";"295";"@daneshbahar1";"@zzareiiiii";"0x0364...c1bd";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|295|@daneshbahar1|@zzareiiiii|0x0364...c1bd";"da1c1a8d907a4a2207c7c5b7f19a752c131b27f3171c5d430188d4987e8f884b"
"300";"NOT_WINNER";"63";"@maikwano19";"@maikwano19";"0x5714...adca";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|63|@maikwano19|@maikwano19|0x5714...adca";"da7e53f8e7b5d9953a88cd53251170db5157eeb7e36050a8b53a1998a70b1222"
"301";"NOT_WINNER";"329";"@johngom71209530";"@johngmz";"0xdfbe...203c";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|329|@johngom71209530|@johngmz|0xdfbe...203c";"da82e8b5ed4e06d5d66c1632c5f790f6b39041f7163752823d4a7b6357d0e7e8"
"302";"NOT_WINNER";"139";"@1_artistry";"@astro_artistry1";"0x8d9d...b8e5";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|139|@1_artistry|@astro_artistry1|0x8d9d...b8e5";"db3e25d2e524bc58ca0b074a06dc78169366116d6e7de67ee160950a12cdc5a6"
"303";"NOT_WINNER";"49";"@rexazalzalu";"@rexazalzalu";"0xbdd9...1270";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|49|@rexazalzalu|@rexazalzalu|0xbdd9...1270";"dd46766fe1902da817d836dd3f70295ed4a340b73087233ed4000f75b506bf56"
"304";"NOT_WINNER";"39";"@grendell_brixt";"@grendellbrixton";"0xeae2...bbe2";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|39|@grendell_brixt|@grendellbrixton|0xeae2...bbe2";"ddba3215c81130f743ba68218306c5fa28e1b3cded5c3f554a9c57136684eee7"
"305";"NOT_WINNER";"333";"@zealycenter";"@mamun768";"0xad99...3919";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|333|@zealycenter|@mamun768|0xad99...3919";"de0af18763adc7aab47ebf085fe78d3648c69ef09cc4b99954605f5d460a98a1"
"306";"NOT_WINNER";"323";"@yogi_smtr";"@yogismtr";"0xbed8...0802";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|323|@yogi_smtr|@yogismtr|0xbed8...0802";"de174b1331ad51046fd455b0216b91e1f0b41c150ec72819306909341553eb30"
"307";"NOT_WINNER";"103";"@simuj17";"@khotibsaban";"0x4bb8...b8b9";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|103|@simuj17|@khotibsaban|0x4bb8...b8b9";"df0acdec604cfc3f4013866b1c4d7a7dab5f4e95a2d523155830b733563fced0"
"308";"NOT_WINNER";"203";"@0xstandown";"@oxdwhen";"0x0097...a07e";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|203|@0xstandown|@oxdwhen|0x0097...a07e";"df39b2d4ae53c09e21535dbffda3c9f5c866cc0673a773f73022752e92d8f645"
"309";"NOT_WINNER";"257";"@benediktaluna";"@benediktaluna";"0x231a...98dc";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|257|@benediktaluna|@benediktaluna|0x231a...98dc";"e01ffce2f9a87353ccc62c914b2199539deda0e9f4ceef07f043ce5f8846f835"
"310";"NOT_WINNER";"114";"@jondidan";"@masifex";"0x7b15...75d0";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|114|@jondidan|@masifex|0x7b15...75d0";"e1ebb3ee15ad8f5262a8c9381dd37fd4f661f7bef3044b6914ce4e1b275bf88c"
"311";"NOT_WINNER";"75";"@eagbesua92920";"@uniqueemmaculate";"0x4356...de28";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|75|@eagbesua92920|@uniqueemmaculate|0x4356...de28";"e321d467bddd2a13df885d826bc7b30102f9c11f9b751424293827c908e97a00"
"312";"NOT_WINNER";"228";"@fbolmem";"@sparta_6";"0x19ff...abe1";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|228|@fbolmem|@sparta_6|0x19ff...abe1";"e619ad74d32e880a07188c2a8fff6a6abc1954914548ff163730796e1c7cc025"
"313";"NOT_WINNER";"123";"@citrasatelit81";"@kenchin47";"0xbe03...10d4";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|123|@citrasatelit81|@kenchin47|0xbe03...10d4";"e6bfe87aaaa2818d0db7c81e147b55b9126084160c2c7223af421cdc6b0e2ccc"
"314";"NOT_WINNER";"266";"@woodssmallman";"@tryiits";"0xcc5e...50f5";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|266|@woodssmallman|@tryiits|0xcc5e...50f5";"e8ceabf4a2194315a94d7b1773274760e2e4877f78bc94f63c0a18ded17a090f"
"315";"NOT_WINNER";"225";"@vianasyylyhk";"@golebikhar";"0x4510...771f";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|225|@vianasyylyhk|@golebikhar|0x4510...771f";"e8f698ac8d0ad3be1ab3fb0af5a5011fc66b0c4a26d898156265b616a33c9494"
"316";"NOT_WINNER";"271";"@nea_polim";"@inoyic";"0xa6e8...a245";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|271|@nea_polim|@inoyic|0xa6e8...a245";"e98e1868ed476a9a4708e93b8deba8832d54cb020fcde72294bd988e8c582927"
"317";"NOT_WINNER";"292";"@oxflapone01";"@harlan27";"0x149c...9a95";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|292|@oxflapone01|@harlan27|0x149c...9a95";"eaf8ae5315d37e513bdceaf04c3c91641ad22e2e806e98603a72170ed8c29156"
"318";"NOT_WINNER";"97";"@jalianalya";"@konhoki1";"0xbc90...cf40";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|97|@jalianalya|@konhoki1|0xbc90...cf40";"eba031fb7ad4fefc9081300c902abfbc7dea0f13f24d206e28c9561f5c382d91"
"319";"NOT_WINNER";"216";"@trazeyyalt";"@zeyalstra";"0x63fc...8fb3";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|216|@trazeyyalt|@zeyalstra|0x63fc...8fb3";"ebf4e5278a233be88c6943ee927f92aad436465a80c0cb6277348c9a5db5fa28"
"320";"NOT_WINNER";"144";"@zonxmulu";"@gunturaldi07";"0x7701...6e0a";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|144|@zonxmulu|@gunturaldi07|0x7701...6e0a";"ecba9652540d6ed6e0f157c076bd2be3d8200a52d0d41bbf48f5549496d88501"
"321";"NOT_WINNER";"82";"@the_main_ay";"@the_main_ay";"0xfdcc...aac4";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|82|@the_main_ay|@the_main_ay|0xfdcc...aac4";"ee92cb031aaf2c4004a09ef7c8129ef7bd2062d58bda45718ee2e81bcd59d010"
"322";"NOT_WINNER";"287";"@aozora_0390";"@aozora_0390";"0x4614...29fb";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|287|@aozora_0390|@aozora_0390|0x4614...29fb";"ef4037f8cc77f9d4086e8f34b652686db9661e7f400c45fd2c73b5e267c68749"
"323";"NOT_WINNER";"343";"@rudeeprangika";"@wimal1234";"0x0d9a...c1c0";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|343|@rudeeprangika|@wimal1234|0x0d9a...c1c0";"ef5a66d34bc32c8eae3a38a71633d2c65a641451f3d3dbf3b2b42c0b2f23e9df"
"324";"NOT_WINNER";"84";"@jax_nia6";"@capitalizerr";"0x220b...23f1";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|84|@jax_nia6|@capitalizerr|0x220b...23f1";"efc30b01646e8691650b4e2091aafd7418d334cdae6418a0b40aa5d9e7752520"
"325";"NOT_WINNER";"10";"@aboyposs3";"@aboyposs3";"0xa441...e3c3";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|10|@aboyposs3|@aboyposs3|0xa441...e3c3";"f0b81fb206d066384becaf6487bd6484cb80d20a20cfc78578a01b50a4122a28"
"326";"NOT_WINNER";"85";"@obehsun";"@sunnyblck";"0xb013...a1f9";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|85|@obehsun|@sunnyblck|0xb013...a1f9";"f178f38abfcbf41b84ccf7dae20a8e4958fbb26da144931b9ff04a03e5289baf"
"327";"NOT_WINNER";"116";"@haniff_28";"@admairdrophunter";"0x7396...a890";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|116|@haniff_28|@admairdrophunter|0x7396...a890";"f19571ce6736b1d52b459d81cf86cc91366c27255a8178296ccdbfb697a91592"
"328";"NOT_WINNER";"86";"@josoffconcepts";"@josephmandel";"0xb13b...49fc";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|86|@josoffconcepts|@josephmandel|0xb13b...49fc";"f2074d9238c90f9e8fd413fc14edebee7ec847906d5ea3a8180354ba4a06af14"
"329";"NOT_WINNER";"325";"@omidgul11";"@minamandegare";"0x4daf...4e93";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|325|@omidgul11|@minamandegare|0x4daf...4e93";"f26d905f057f190c3ce5aa417b77d86d3b43308c18e711a3a9b0583a7878169e"
"330";"NOT_WINNER";"283";"@0xdokt";"@dokyhoky";"0x0000...84c6";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|283|@0xdokt|@dokyhoky|0x0000...84c6";"f278eadf36167b21fa743be42581d13368dc759757deeb6736596a8c5f2ce585"
"331";"NOT_WINNER";"95";"@akunx366080";"@rflyyy12";"0x2338...2239";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|95|@akunx366080|@rflyyy12|0x2338...2239";"f4114de380ec2343f478c7fa7ef96a94d9d0e116a0304ebcdacf3a273def588a"
"332";"NOT_WINNER";"223";"@junitalittxx";"@ancia3";"0x86ff...498f";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|223|@junitalittxx|@ancia3|0x86ff...498f";"f433bb422991c2ffd1d200b09ed464f77bc22f413e469b2cfe417d197a50b05a"
"333";"NOT_WINNER";"187";"@yeoonpopp";"@nnayeonpopp";"0x29d8...517a";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|187|@yeoonpopp|@nnayeonpopp|0x29d8...517a";"f48da5518a4fafa823619657214347395fc6074a2fe00df505e283b04730eca9"
"334";"NOT_WINNER";"62";"@tolu_onchain";"@tolu_onchain";"0x3b21...7546";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|62|@tolu_onchain|@tolu_onchain|0x3b21...7546";"f583c9c4933bbef36935cca71c593558fa0ac955d940cc1ea463f3aea0c82478"
"335";"NOT_WINNER";"66";"@alsun4444";"@alsun444";"0x2337...76f9";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|66|@alsun4444|@alsun444|0x2337...76f9";"f69724948b9b7ca3bce7fd1cf4957e20774fefe4aae7b0ecc6af02e23d3eb8c0"
"336";"NOT_WINNER";"272";"@shiromakano";"@biancayasla";"0x7827...5f81";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|272|@shiromakano|@biancayasla|0x7827...5f81";"fa5b9df9719d44977d6b890cc31ea317a8e61718b1e6abef59d607824717cf49"
"337";"NOT_WINNER";"135";"@bhilde69448";"@kingyhwach1";"0x3dd3...da4b";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|135|@bhilde69448|@kingyhwach1|0x3dd3...da4b";"fab1d024ebb834cef21e7a934e37ce12e54055b71fea2cce7a2fb92e85690f7f"
"338";"NOT_WINNER";"172";"@ireyabe12";"@ieyebe";"0x466b...7a53";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|172|@ireyabe12|@ieyebe|0x466b...7a53";"fad66924474ecfbed63f33e460211aa056e839dae29adb5c715929cdc9e728b0"
